Title,DOI,Link
BinImg2Vec: Augmenting Malware Binary Image Classification with Data2Vec,10.1109/ICAIC53980.2022.9897062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139594704&doi=10.1109%2FICAIC53980.2022.9897062&partnerID=40&md5=0fb25aed52dddd1fffdff8998cccdd9d
Design and Implementation of System for URL Signature Construction and Impact Assessment,10.1109/IIAIAAI55812.2022.00028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139556535&doi=10.1109%2FIIAIAAI55812.2022.00028&partnerID=40&md5=4cefa6e3a740b2cf263960d8d85ce053
Design and Analysis of Machine Learning Based Technique for Malware Identification and Classification of Portable Document Format Files,10.1155/2022/7611741,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139554647&doi=10.1155%2F2022%2F7611741&partnerID=40&md5=2b1dfe51c792a870f291c254538579b9
An Enhanced Malware Detection Approach using Machine Learning and Feature Selection,10.1109/ICESC54411.2022.9885509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139548291&doi=10.1109%2FICESC54411.2022.9885509&partnerID=40&md5=a691c7800fcb8d7f0f040cbca16f4227
New Approach to Malware Detection Using Optimized Convolutional Neural Network,10.1007/978-3-031-15893-3_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139518718&doi=10.1007%2F978-3-031-15893-3_2&partnerID=40&md5=f3d111299ed6369471ed1706bcd876f9
Malware Anomaly Detection Using Local Outlier Factor Technique,10.1007/978-3-031-15893-3_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139488714&doi=10.1007%2F978-3-031-15893-3_3&partnerID=40&md5=7c371ee8605bb3478824ed9e6b243f6a
NSL-MHA-CNN: A Novel CNN Architecture for Robust Diabetic Retinopathy Prediction Against Adversarial Attacks,10.1109/ACCESS.2022.3210179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139419298&doi=10.1109%2FACCESS.2022.3210179&partnerID=40&md5=ebb5a6175921a861a753284cb0310302
Toward a Better Understanding of Mobile Users' Behavior: A Web Session Repair Scheme,10.1109/ACCESS.2022.3206402,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139413603&doi=10.1109%2FACCESS.2022.3206402&partnerID=40&md5=7d5c313834ebb86fdd8766a17a6fdd36
Dynamic Malicious Code Detection Based on Improved Graph Embedding Model,10.1109/ICNLP55136.2022.00109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139412942&doi=10.1109%2FICNLP55136.2022.00109&partnerID=40&md5=aab19aac82657d484d52fcca38b1d142
Identification of Mirai Botnet in IoT Environment through Denial-of-Service Attacks for Early Warning System,10.30630/joiv.6.3.1262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139401204&doi=10.30630%2Fjoiv.6.3.1262&partnerID=40&md5=006f153e3f21ecc2243c04d6c6b315a1
Self-Supervised Vision Transformers for Malware Detection,10.1109/ACCESS.2022.3206445,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139392546&doi=10.1109%2FACCESS.2022.3206445&partnerID=40&md5=8a275c9a2d6011ddadd9ab82f7c424e3
Data Augmented Hardware Trojan Detection Using Label Spreading Algorithm Based Transductive Learning for Edge Computing-Assisted IoT Devices,10.1109/ACCESS.2022.3209705,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139383563&doi=10.1109%2FACCESS.2022.3209705&partnerID=40&md5=e2aed930a3d033e856604357b6ce7022
AS-DMF: A Lightweight Malware Encrypted Traffic Detection Method Based on Active Learning and Feature Selection,10.1155/2022/1556768,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139369514&doi=10.1155%2F2022%2F1556768&partnerID=40&md5=a5c85d67946ab955a9ee155510b85ca0
Representation Learning with Function Call Graph Transformations for Malware Open Set Recognition,10.1109/IJCNN55064.2022.9892931,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139314658&doi=10.1109%2FIJCNN55064.2022.9892931&partnerID=40&md5=eaa9331599d495c0e40f34ee6c2caa5b
Static Malware Analysis using ELF features for Linux based IoT devices,10.1109/VLSID2022.2022.00033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139180579&doi=10.1109%2FVLSID2022.2022.00033&partnerID=40&md5=ab93ce5152142d8c8cb04a6cc01f4e12
APT Malicious Sample Organization Traceability Based on Text Transformer Model,10.1109/PRML56267.2022.9882232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139174920&doi=10.1109%2FPRML56267.2022.9882232&partnerID=40&md5=c75d3ca20f30bcc23213494a82571cc0
"Artificial Intelligence and Machine Learning in Cybersecurity: Applications, Challenges, and Opportunities for MIS Academics",10.17705/1CAIS.05109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139167989&doi=10.17705%2F1CAIS.05109&partnerID=40&md5=28f65a02d1e262e8f0f69f399a7b22c7
Evaluation of a cGAN Model and Random Seed Oversampling on Imbalanced JavaScript Datasets,10.2197/IPSJJIP.30.591,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139160861&doi=10.2197%2FIPSJJIP.30.591&partnerID=40&md5=5fb58e8bcbed18a3bb6033ad36f4a8e2
A GAN-Based Anti-obfuscation Detection Method for Malicious Code,10.1109/PRML56267.2022.9882255,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139157689&doi=10.1109%2FPRML56267.2022.9882255&partnerID=40&md5=b264642468c9dc1b3b8320bbc074a012
"Proceedings of International Conference on Computing, Communication, Security and Intelligent Systems, IC3SIS 2022",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139145358&partnerID=40&md5=166a04b3c4d86acc7ced2c199fc52855
Malware Detection Using Machine Learning on Edge Devices,10.1109/IC3SIS54991.2022.9885555,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139144164&doi=10.1109%2FIC3SIS54991.2022.9885555&partnerID=40&md5=e628522a6f075fee495b7bf95ea8afa9
Evolutionary Triplet Network of Learning Disentangled Malware Space for Malware Classification,10.1007/978-3-031-15471-3_27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139083363&doi=10.1007%2F978-3-031-15471-3_27&partnerID=40&md5=b9a85f75432e4c595222035d43c3d7d1
Malware and Piracy Detection in Android Applications,10.1109/MIPR54900.2022.00061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139047102&doi=10.1109%2FMIPR54900.2022.00061&partnerID=40&md5=9df167e29597140d4598874a5af3faaa
Security Hardened and Privacy Preserved Android Malware Detection Using Fuzzy Hash of Reverse Engineered Source Code,10.1155/2022/7972230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138959755&doi=10.1155%2F2022%2F7972230&partnerID=40&md5=9505dc61220aa5e9a68e3ad4d881d06d
Systematic Mapping of Machine Learning-Based Malware Detection Studies,10.1109/ICECET55527.2022.9872937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138922817&doi=10.1109%2FICECET55527.2022.9872937&partnerID=40&md5=26fe50f255c39839fa0924f4cd9747e3
Analyzing Machine Learning-based Feature Selection for Botnet Detection,10.1109/ICISIT54091.2022.9872812,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138703903&doi=10.1109%2FICISIT54091.2022.9872812&partnerID=40&md5=fd53537614a584447fa5a0e23e5c5c65
Android Malware Classification with Gray Wolf Optimization Algorithm and Deep Neural Network Hybrid Approach; Gri Kurt Optimizasyon Algoritmasi ve Derin Sinir Aǧi Hibrit Yaklaşimi ile Android Kötücül Yazilim Siniflandirma,10.1109/SIU55565.2022.9864822,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138703806&doi=10.1109%2FSIU55565.2022.9864822&partnerID=40&md5=a3ea79648a6da6291103b2cad276608b
Designing Deep Convolutional Neural Networks using a Genetic Algorithm for Image-based Malware Classification,10.1109/CEC55065.2022.9870218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138674451&doi=10.1109%2FCEC55065.2022.9870218&partnerID=40&md5=e5785c420fd5321fe3a6db8deb5e430e
Boosting False Data Injection Attack Detection with Structural Knowledge,10.23919/ACC53348.2022.9867695,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138490206&doi=10.23919%2FACC53348.2022.9867695&partnerID=40&md5=affba912a2b09c293bfea862a3e65a79
DGGCN: Dictionary based DGA detection method based on DomainGraph and GCN,10.1109/ICCCN54977.2022.9868932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138418165&doi=10.1109%2FICCCN54977.2022.9868932&partnerID=40&md5=165ee61c28f352f47b1dcf4446257934
Evolved IoT Malware Detection using Opcode Category Sequence through Machine Learning,10.1109/ICCCN54977.2022.9868876,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138394723&doi=10.1109%2FICCCN54977.2022.9868876&partnerID=40&md5=2848b5f3f6e73eb29debb407228b0177
A Study of the Attention Abnormality in Trojaned BERTs,10.18653/v1/2022.naacl-main.348,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138358674&doi=10.18653%2Fv1%2F2022.naacl-main.348&partnerID=40&md5=413d9b74a6ab4734de580c430b443edd
Classifying Portable Executable Malware Using Deep Neural Decision Tree,10.1109/CyberneticsCom55287.2022.9865320,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138355921&doi=10.1109%2FCyberneticsCom55287.2022.9865320&partnerID=40&md5=7176f840403afbe482c892a1f91e3746
"Malware Classification using Bigram BOW, Pixel Intensity Features, and Multiprocessing",10.1109/CONECCT55679.2022.9865764,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138244702&doi=10.1109%2FCONECCT55679.2022.9865764&partnerID=40&md5=d46a6980fb533bcd230935e2ef8f9cdb
Research on Visual Malicious Code Classification Based on Improved Faster R-CNN,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138204080&partnerID=40&md5=1875db7ef4654a6a744e94ba5280b54a
"A Hybrid approach combining blocklists, machine learning and deep learning for detection of malicious URLs",10.1109/INDISCON54605.2022.9862909,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138094083&doi=10.1109%2FINDISCON54605.2022.9862909&partnerID=40&md5=59b77fcd4cbdcfc1578827ae2db80317
"15th International Conference on the Quality of Information and Communications Technology, QUATIC 2022",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137994045&partnerID=40&md5=0861d701f6f4e4cd887d6ce55735c066
A Proposal for FPGA-Accelerated Deep Learning Ensembles in MPSoC Platforms Applied to Malware Detection,10.1007/978-3-031-14179-9_16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137991237&doi=10.1007%2F978-3-031-14179-9_16&partnerID=40&md5=fc457488922e2fdf565761f2f44b6354
GENDroid - a graph-based ensemble classifier for detecting Android malware,10.1504/ijics.2022.125279,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137929562&doi=10.1504%2Fijics.2022.125279&partnerID=40&md5=89d64e1e1e7885246687ef1623147667
Ransomware Detection and Classification Strategies,10.1109/BlackSeaCom54372.2022.9858296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137904671&doi=10.1109%2FBlackSeaCom54372.2022.9858296&partnerID=40&md5=80bf07a51a67c888101a82feb48ef6f8
IoT Threat Detection Testbed Using Generative Adversarial Networks,10.1109/BlackSeaCom54372.2022.9858239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137898125&doi=10.1109%2FBlackSeaCom54372.2022.9858239&partnerID=40&md5=5d8003179899db8c505debce5b1af931
Visualizing Realistic Benchmarked IDS Dataset: CIRA-CIC-DoHBrw-2020,10.1109/ACCESS.2022.3204690,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137882960&doi=10.1109%2FACCESS.2022.3204690&partnerID=40&md5=c238f607417c47b6011792ef672463d5
Explainable Artificial Intelligence Applications in Cyber Security: State-of-the-Art in Research,10.1109/ACCESS.2022.3204051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137879629&doi=10.1109%2FACCESS.2022.3204051&partnerID=40&md5=de5e565af8f32938a598f037e63300ed
Explainable Artificial Intelligence in CyberSecurity: A Survey,10.1109/ACCESS.2022.3204171,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137876104&doi=10.1109%2FACCESS.2022.3204171&partnerID=40&md5=47e7a077b87b3023181e6d5078be5d4e
Deep Learning CNN Implementation on Packed Malware for Cloud Cross Domain Solution Filters,10.1109/ICoDSA55874.2022.9862936,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137875774&doi=10.1109%2FICoDSA55874.2022.9862936&partnerID=40&md5=bb2eae3fbda299e2c8c561788664963d
Self-Attentive Models for Real-Time Malware Classification,10.1109/ACCESS.2022.3202952,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137874033&doi=10.1109%2FACCESS.2022.3202952&partnerID=40&md5=7293b3c3979ccce5faa2206148386d10
In-Depth Feature Selection for the Statistical Machine Learning-Based Botnet Detection in IoT Networks,10.1109/ACCESS.2022.3204001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137873867&doi=10.1109%2FACCESS.2022.3204001&partnerID=40&md5=666cebfbb423720559fff4e1237bc04b
Utilising K-Means Clustering and Naive Bayes for IoT Anomaly Detection: A Hybrid Approach,10.1007/978-3-031-08270-2_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137844182&doi=10.1007%2F978-3-031-08270-2_7&partnerID=40&md5=1fd4c7bdaf66e4f233549d21391bc57d
Majority Voting and Feature Selection Based Network Intrusion Detection System,10.4108/eai.4-4-2022.173780,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137756803&doi=10.4108%2Feai.4-4-2022.173780&partnerID=40&md5=776b002c50cbb111dbcb51b379bdb178
Static Analysis of Malware,10.1007/978-3-031-11626-1_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137613226&doi=10.1007%2F978-3-031-11626-1_2&partnerID=40&md5=48b6d737390e660668abde21d8102542
A Survey on Blockchain and Artificial Intelligence Technologies for Enhancing Security and Privacy in Smart Environments,10.1109/ACCESS.2022.3203568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137588621&doi=10.1109%2FACCESS.2022.3203568&partnerID=40&md5=f55d0cf8736a62bb85efd94635386bbf
Survey on Recent Malware Detection Techniques for IoT,10.1007/978-981-19-1520-8_53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137584686&doi=10.1007%2F978-981-19-1520-8_53&partnerID=40&md5=c1eb0a4d4832670d9a3c1de38d01bcd0
TnT Attacks! Universal Naturalistic Adversarial Patches Against Deep Neural Network Systems,10.1109/TIFS.2022.3198857,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137549323&doi=10.1109%2FTIFS.2022.3198857&partnerID=40&md5=e28cf4fad1b9d83e2ce02c50efc69b40
Email Spam Detection using Deep Learning Approach,10.1109/COM-IT-CON54601.2022.9850588,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137479970&doi=10.1109%2FCOM-IT-CON54601.2022.9850588&partnerID=40&md5=a531513ce5d340bb96442b37834f1de3
A Hardware Trojan Insertion Framework against Gate-Level Netlist Structural Feature-based and SCOAP-based Detection,10.1109/MWSCAS54063.2022.9859423,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137418636&doi=10.1109%2FMWSCAS54063.2022.9859423&partnerID=40&md5=0b5a6cdc2ccbe2559c9c2c5333f7b1c3
Detecting Malware Using Graph Embedding and DNN,10.1109/ICBCTIS55569.2022.00018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137332194&doi=10.1109%2FICBCTIS55569.2022.00018&partnerID=40&md5=8a39e3a0c848b47ef244bc171a1a68b1
H4rm0ny: A Competitive Zero-Sum Two-Player Markov Game for Multi-Agent Learning on Evasive Malware Generation and Detection,10.1109/CSR54599.2022.9850345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137331586&doi=10.1109%2FCSR54599.2022.9850345&partnerID=40&md5=e3941f2b8de206bcf567b178d1ca0ddd
Recent Advancements in Network and Cyber Security using RNN,10.1201/9781003194538-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137326083&doi=10.1201%2F9781003194538-7&partnerID=40&md5=2db77052fbb050a85e6dd46957838a06
Malware Analysis Using Machine Learning Techniques,10.1109/CONIT55038.2022.9848045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137275464&doi=10.1109%2FCONIT55038.2022.9848045&partnerID=40&md5=2a943c445195b1e7eb4eec3e3c9c4bbd
Intelligent Fingerprinting to Detect Data Leakage Attacks on Spectrum Sensors,10.1109/ICC45855.2022.9839001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137268023&doi=10.1109%2FICC45855.2022.9839001&partnerID=40&md5=33f746a28ba9e9c4673e10b5df91b182
NestedGNN: Detecting Malicious Network Activity with Nested Graph Neural Networks,10.1109/ICC45855.2022.9838698,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137266420&doi=10.1109%2FICC45855.2022.9838698&partnerID=40&md5=c3e740e85eb78149bd8bb8049d8b1226
Fast Detection of Advanced Persistent Threats for Smart Grids: A Deep Reinforcement Learning Approach,10.1109/ICC45855.2022.9838858,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137266166&doi=10.1109%2FICC45855.2022.9838858&partnerID=40&md5=3d50f0df5c95bef677a3a5f107e31ff4
An Incremental Malware Classification Approach Based on Few-Shot Learning,10.1109/ICC45855.2022.9838295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137265782&doi=10.1109%2FICC45855.2022.9838295&partnerID=40&md5=bbb7dd23bf3645d7c4703612f6aa97d1
"An Assessment of Lexical, Network, and Content-Based Features for Detecting Malicious URLs Using Machine Learning and Deep Learning Models",10.1155/2022/3241216,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137249837&doi=10.1155%2F2022%2F3241216&partnerID=40&md5=3476d3c9db4da61086348e838ac4a24f
Performance Enhancement of SVM-based ML Malware Detection Model Using Data Preprocessing,10.1109/ICEFEET51821.2022.9848192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137178619&doi=10.1109%2FICEFEET51821.2022.9848192&partnerID=40&md5=20ae005ff92063ef6a2cb67fbbc0aa13
Performance Enhancement of Unsupervised Hardware Trojan Detection Algorithm using Clustering-based Local Outlier Factor Technique for Design Security,10.1109/ITCIndia202255192.2022.9854569,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137175616&doi=10.1109%2FITCIndia202255192.2022.9854569&partnerID=40&md5=3d4cc6ce97bf1cafa358e59a31dedfea
Effect of Features Extraction and Selection on the Evaluation of Machine Learning Models,10.1016/j.ifacol.2022.07.355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137165053&doi=10.1016%2Fj.ifacol.2022.07.355&partnerID=40&md5=da7d222a7d6ce1ce85a2a2329ac7830a
Machine Learning based Intrusion Detection System for Minority Attacks Classification,10.1109/CISES54857.2022.9844381,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137161352&doi=10.1109%2FCISES54857.2022.9844381&partnerID=40&md5=515822b9007a607828cbb7fd24593125
Improving Machine Learning Models for Malware Detection Using Embedded Feature Selection Method,10.1016/j.ifacol.2022.07.406,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137157154&doi=10.1016%2Fj.ifacol.2022.07.406&partnerID=40&md5=8cb7c04f8447f3cb381cde18ae6863c8
Predicting malicious activity in Android using Machine Learning,10.1109/CISES54857.2022.9844358,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137155499&doi=10.1109%2FCISES54857.2022.9844358&partnerID=40&md5=00a01aa0e35c0088ef6e81ce5267ee40
Dual-Key Multimodal Backdoors for Visual Question Answering,10.1109/CVPR52688.2022.01494,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137034358&doi=10.1109%2FCVPR52688.2022.01494&partnerID=40&md5=e17fc21e6b734bc573d1993855f25115
