"Category","Term","First_Paper_Title","First_Paper_Link","First_Paper_Year","First_Paper_Abstract","First_Paper_Authors","First_Paper_Citations"
"Technique","Multi-Modal Learning","Towards Multimodal Learning for Android Malware Detection","10.1109/ICCNC.2019.8685502","2019","As the worldwide adoption of smartphones nears complete saturation, the complexity and volume of mobile malware continue to progress, subverting what has become the largest set of targets with the most valuable rewards. At the same time, deep learning has become a powerful tool for data analysis and prediction, demonstrating significant efficacy in the detection of new and unforeseen malicious software through supervised learning. Despite these advances, the proper application of deep learning to malware detection could be further improved through additional data and model construction. In this work, we consider the detection of Android malware using static analysis techniques on multiple extractable data classes. Particularly, both Permission and Hardware Feature data are applied in various multimodal input scenarios and deep network shapes. Through experimental analysis, we demonstrate that the combination of both sets of data could improve overall performance, achieving as high as 94.5% classification accuracy. In addition, using only a limited grid search, we observe that the largest multimodal network requires the lowest time to train while achieving equivalent or greater accuracy compared with our other models. © 2019 IEEE.","Mcgiff J.; Hatcher W.G.; Nguyen J.; Yu W.; Blasch E.; Lu C.","32"
"Technique","Online Learning","Deep networks in online malware detection","","2019","Deep learning is usually applied to static datasets. If used for classification based on data streams, it is not easy to take into account a non-stationarity. This paper presents work in progress on a new method for online deep classification learning in data streams with slow or moderate drift, highly relevant for the application domain of malware detection. The method uses a combination of multilayer perceptron and variational autoencoder to achieve constant memory consumption by encoding past data to a generative model. This can make online learning of neural networks more accessible for independent adaptive systems with limited memory. First results for real-world malware stream data are presented. Copyright © 2019 for this paper by its authors.","Tumpach J.; Krčál M.; Holeňa M.","1"
"Technique","Metric Learning","26th International Conference on Neural Information Processing, ICONIP 2019","","2019","The proceedings contain 111 papers. The special focus in this conference is on Neural Information Processing. The topics include: A Robustness and Low Bit-Rate Image Compression Network for Underwater Acoustic Communication; gated Contiguous Memory U-Net for Single Image Dehazing; combined Correlation Filters with Siamese Region Proposal Network for Visual Tracking; RAUNet: Residual Attention U-Net for Semantic Segmentation of Cataract Surgical Instruments; a Novel Image-Based Malware Classification Model Using Deep Learning; visual Saliency Detection via Convolutional Gated Recurrent Units; RBPNET: An Asymptotic Residual Back-Projection Network for Super Resolution of Very Low Resolution Face Image; accurate Single Image Super-Resolution Using Deep Aggregation Network; Reinforcing LiDAR-Based 3D Object Detection with RGB and 3D Information; cross-View Image Retrieval - Ground to Aerial Image Retrieval Through Deep Learning; multi-person 3D Pose Estimation from Monocular Image Sequences; Direct Image to Point Cloud Descriptors Matching for 6-DOF Camera Localization in Dense 3D Point Clouds; improving Object Detection with Consistent Negative Sample Mining; A Model Selection Criterion for LASSO Estimate with Scaling; geometric Mean Metric Learning for Label Distribution Learning; Explicit Center Selection and Training for Fault Tolerant RBF Networks; Learning with Incomplete Labels for Multi-label Image Annotation Using CNN and Restricted Boltzmann Machines; learning-Based Confidence Estimation for Multi-modal Classifier Fusion; Siamese Network for Classification with Optimization of AUC; attention-Based Audio-Visual Fusion for Video Summarization; RLDR-Pruning: Restricted Linear Dimensionality Reduction Approach for Model Compression; super-Resolution Network for General Static Degradation Model; adaptive Neuro-Surrogate-Based Optimisation Method for Wave Energy Converters Placement Optimisation; sparse Least Squares Low Rank Kernel Machines.","","0"
"Technique","Sandbox Evasion Code","Malware Sandbox Evasion Detection Based on Code Evolution; [基于代码进化的恶意代码沙箱规避检测技术研究]","10.11999/JEIT180257","2019","In order to resist the malware sandbox evasion behavior, improve the efficiency of malware analysis, a code-evolution-based sandbox evasion technique for detecting the malware behavior is proposed. The approach can effectively accomplish the detection and identification of malware by first extracting the static and dynamic features of malware software and then differentiating the variations of such features during code evolution using sandbox evasion techniques. With the proposed algorithm, 240 malware samples with sandbox-bypassing behaviors can be uncovered successfully from 7 malware families. Compared with the JOE analysis system, the proposed algorithm improves the accuracy by 12.5% and reduces the false positive to 1%, which validates the proposed correctness and effectiveness. © 2019, Science Press. All right reserved.","Liang G.; Pang J.; Shan Z.","5"
"Technique","Bayesian Model Averaging","Android malware detection mechanism based on bayesian model averaging","10.1007/978-981-10-8639-7_9","2019","Since Android is the most widely used operating system for mobile devices, it has been a target for widespread malware attacks. During the past years, many new malware detection mechanisms have been introduced for the Android platform. These methods are generally classified as static analysis and dynamic analysis methods. However, none of the existing mechanisms are able to detect the malware applications with reasonable false positive and negative rates. This is a major concern in the field of Android malware detection. In this paper, we propose a novel malware detection mechanism by combining the estimated malicious probability values of three distinct naive Bayes classifiers based on API calls, permissions, and system calls using Bayesian model averaging approach. The majority of the existing Android malwares have signatures in at least one of API calls, permissions, or system call sequences. Hence, the proposed mechanism can overcome the limitations of the existing static and dynamic malware detection mechanism to a good extent. Our experiments have shown that the proposed mechanism is more accurate than the existing static and dynamic malware detection mechanisms. © Springer Nature Singapore Pte Ltd. 2019","Roopak S.; Thomas T.; Emmanuel S.","3"
"Technique","Semantic Segmentation","26th International Conference on Neural Information Processing, ICONIP 2019","","2019","The proceedings contain 111 papers. The special focus in this conference is on Neural Information Processing. The topics include: A Robustness and Low Bit-Rate Image Compression Network for Underwater Acoustic Communication; gated Contiguous Memory U-Net for Single Image Dehazing; combined Correlation Filters with Siamese Region Proposal Network for Visual Tracking; RAUNet: Residual Attention U-Net for Semantic Segmentation of Cataract Surgical Instruments; a Novel Image-Based Malware Classification Model Using Deep Learning; visual Saliency Detection via Convolutional Gated Recurrent Units; RBPNET: An Asymptotic Residual Back-Projection Network for Super Resolution of Very Low Resolution Face Image; accurate Single Image Super-Resolution Using Deep Aggregation Network; Reinforcing LiDAR-Based 3D Object Detection with RGB and 3D Information; cross-View Image Retrieval - Ground to Aerial Image Retrieval Through Deep Learning; multi-person 3D Pose Estimation from Monocular Image Sequences; Direct Image to Point Cloud Descriptors Matching for 6-DOF Camera Localization in Dense 3D Point Clouds; improving Object Detection with Consistent Negative Sample Mining; A Model Selection Criterion for LASSO Estimate with Scaling; geometric Mean Metric Learning for Label Distribution Learning; Explicit Center Selection and Training for Fault Tolerant RBF Networks; Learning with Incomplete Labels for Multi-label Image Annotation Using CNN and Restricted Boltzmann Machines; learning-Based Confidence Estimation for Multi-modal Classifier Fusion; Siamese Network for Classification with Optimization of AUC; attention-Based Audio-Visual Fusion for Video Summarization; RLDR-Pruning: Restricted Linear Dimensionality Reduction Approach for Model Compression; super-Resolution Network for General Static Degradation Model; adaptive Neuro-Surrogate-Based Optimisation Method for Wave Energy Converters Placement Optimisation; sparse Least Squares Low Rank Kernel Machines.","","0"
"Technique","Contrast Enhancement","2nd International conference of the series Soft Computing: Theories and Applications, SoCTA 2017","","2019","The proceedings contain 68 papers. The special focus in this conference is on Soft Computing: Theories and Applications. The topics include: Modified integral type weak contraction and common fixed point theorem with an auxiliary function; crop monitoring using IoT: A neural network approach; secure image steganography through pre-processing; understandable huffman coding: A case study; performance investigations of multi-resonance microstrip patch antenna for wearable applications; fuzzy counter propagation network for freehand sketches-based image retrieval; an efficient contrast enhancement technique based on firefly optimization; a review of computational swarm intelligence techniques for solving crypto problems; defense-in-depth approach for early detection of high-potential advanced persistent attacks; complexity metrics for component-based software system; An efficient algorithm to minimize EVM over ZigBee; performance measure of the proposed cost estimation model: Advance use case point method; fractal image compression and its techniques: A review; web services classification across cloud-based applications; performance evaluation and analysis of advanced symmetric key cryptographic algorithms for cloud computing security; A survey of CAD methods for tuberculosis detection in chest radiographs; static image shadow detection texture analysis by entropy-based method; A PSO algorithm-based task scheduling in cloud computing; a novel approach for target coverage in wireless sensor networks based on network coding; natural vibration of square plate with circular variation in thickness; Identification of relevant stochastic input variables for prediction of daily PM10 using artificial neural networks; majority-based classification in distributed environment; detection of advanced malware by machine learning techniques; Inter- and intra-scale dependencies-based CT image denoising in curvelet domain.","","0"
"Technique","Memory Networks","A Robust Approach for Android Malware Detection Based on Deep Learning; [一种基于深度学习的强对抗性Android恶意代码检测方法]","10.3969/j.issn.0372-2112.2020.08.007","2020","Conventional Android malware detection method can easily be evaded.In this study, we propose a detection method of Android malicious code based on short-term memory network(LSTM), which makes malware more difficult to evade from detection.In this method, a program analysis framework that combines static and dynamic analysis is proposed at first to get the permission information, protection information and behavior information.Secondly, entrenched features such as ability features and behavior features are extracted from the information that provided by the program analysis framework.With the entrenched features, we design a malware detection method based on LSTM model to distinguish benign applications from the malicious ones.Experimental results demonstrate that our approach is more effective and robust in Android malware detection than the state-of-the-art methods. © 2020, Chinese Institute of Electronics. All right reserved.","Li P.-W.; Jiang Y.-Q.; Xue F.-Y.; Huang J.-J.; Xu C.","9"
"Technique","Image Texture Analysis","Detection of Malign and Benign PE Files Using Texture Analysis","10.1007/978-3-030-65610-2_16","2020","With the unlimited growth of malware and the abundant and often reckless downloading of files from the internet, it is crucial to have an efficient method that can also be scalable and fast for detecting malware on a popular operating system, Microsoft Windows. Unlike static or dynamic detection that involves disassembling the code or time-intensive execution, statistical analysis that operates directly on binary content has a distinct advantage in speed and scalability. However, high feature dimensionality and high feature extraction cost increase the complexity of the algorithm and training model as well. Higher false negatives is another major limitation in detection. To address these challenges, this paper presents binary texture analysis extended from our work [22] by deriving new statistical texture features to detect over 10,000 Windows Portable Executable (PE) files into malign and benign ones. The same features [22] extracted over PE files (both DLLs and EXEs) have yielded good accuracy but the False Negative Rate (FNR) was still high. However, new features have enhanced the analysis and thus distinguishability between benign and malign files. Relative to state-of-the-art texture-based methods, the proposed method has used smaller feature dimensionality extracted at a lower cost, and with that, it has significantly reduced FNR to 0.4% while achieving an accuracy of 99.61%. The result is also compared with other malicious file detectors. The method thus has improved the other parameters than accuracy which are vital to the overall efficiency of the detection method. © 2020, Springer Nature Switzerland AG.","Verma V.; Muttoo S.K.; Singh V.B.","1"
"Technique","Adaptive Learning","A Real-Time and Adaptive-Learning Malware Detection Method Based on API-Pair Graph","10.1109/ACCESS.2020.3038453","2020","The detection of malware have developed for many years, and the appearance of new machine learning and deep learning techniques have improved the effect of detectors. However, most of current researches have focused on the general features of malware and ignored the development of the malware themselves, so that the features could be useless with the time passed as well as the advance of malware techniques. Besides, the detection methods based on machine learning are mainly static detection and analysis, while the study of real-time detection of malware is relatively rare. In this article, we proposed a new model that could detect malware real-time in principle and learn new features adaptively. Firstly, a new data structure of API-Pair was adopted, and the constructed data was trained with Maximum Entropy model, which could satisfy the goal of weighting and adaptive learning. Then a clustering was practised to filter relatively unrelated and confusing features. Moreover, a detector based on Lont Short Term Memory Network (LSTM) was devised to achieve the goal of real-time detection. Finally, a series of experiments were designed to verify our method. The experimental results showed that our model could obtain the highest accuracy of 99.07% in general tests and keep the accuracies above 97% with the development of malware; the results also proved the feasibility of our model in real-time detection through the simulation experiment, and robustness against a typical adversarial attack.  © 2013 IEEE.","Yang S.; Li S.; Chen W.; Liu Y.","16"
"Technique","Botnet Analysis","ICAASE 2020 - Proceedings, 4th International Conference on Advanced Aspects of Software Engineering","","2020","The proceedings contain 21 papers. The topics discussed include: android malware detection using convolutional deep neural networks; towards architectural view-driven modernization; EEPSCZ: an energy-efficient protocol with static clustering zones; binary Gabor pattern (BGP) descriptor and principal component analysis (PCA) for steel surface defects classification; an auto scaling energy efficient approach in apache hadoop; a blockchain data balance using a generative adversarial network approach: application to smart house IDS; personalized menu: a new contextual collaborative recommender system; towards an UML-based SoS analysis and design process; classification of android APIs posts : an analysis of developer’s discussions on stack overflow; and a review of IoT systems engineering: application to the smart traffic lights system.","","0"
"Technique","Random Forest Classification","An empirical study to estimate the stability of random forest classifier on the hybrid features recommended by filter based feature selection technique","10.1007/s13042-019-00978-7","2020","The emergence of advanced malware is a serious threat to information security. A prominent technique that identifies sophisticated malware should consider the runtime behaviour of the source file to detect malicious intent. Although the behaviour-based malware detection technique is a substantial improvement over the traditional signature-based detection technique, current malware employs code obfuscation techniques to elude detection. This paper presents the Hybrid Features-based malware detection system (HFMDS) that integrates static and dynamic features of the portable executable (PE) files to discern malware. The HFMDS is trained with prominent features advised by the filter-based feature selection technique (FST). The detection ability of the proposed HFMDS has evaluated with the random forest (RF) classifier by considering two different datasets that consist of real-world Windows malware samples. In-depth analysis is carried out to determine the optimal number of decision trees (DTs) required by the RF classifier to achieve consistent accuracy. Besides, four popular FSTs performance is also analyzed to determine which FST recommends the best features. From the experimental analysis, we can infer that increasing the number of DTs after 160 within the RF classifier does not make a significant difference in attaining better detection accuracy. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","Darshan S.L.S.; Jaidhar C.D.","9"
"Technique","Ant Colony Optimization","Feature reduction and optimization of malware detection system using ant colony optimization and rough sets","10.4018/IJISP.2020070106","2020","Malware is a malicious program that can cause a security breach of a system. Malware detection and classification is one of the burning topics of research in information security. Executable files are the major source of input for static malware detection. Machine learning techniques are very efficient in behavioral-based malware detection and need a dataset of malware with different features. In windows, malware can be detected by analyzing the portable executable (PE) files. This work contributes to identifying the minimum feature set for malware detection employing a rough set dependent feature significance combined with Ant Colony Optimization (ACO) as the heuristic-search technique. A malware dataset named claMP with both integrated features and raw features was considered as the benchmark dataset for this work. The analytical results prove that 97.15% and 92.8% data size optimization has been achieved with a minimum loss of accuracy for claMP integrated and raw datasets, respectively. Copyright © 2020, IGI Global. Copying or distributing in print or electronic forms without written permission of IGI Global is prohibited.","Penmatsa R.K.V.; Kalidindi A.; Kumar Reddy Mallidi S.","18"
"Technique","Capsule Networks","A Malware Classification Method Based on the Capsule Network","10.1007/978-3-030-62223-7_4","2020","Malware has become a serious threat to network security. Traditional static analysis methods usually cannot effectively detect packers, obfuscations, and variants. Dynamic analysis is not efficient when dealing with large amounts of malware. Aiming at the shortcomings of the existing methods, this paper proposes a method for analyzing malware based on the capsule network. It uses a supervised learning method to train the capsule network with a large number of malware samples with existing category labels. In the process of constructing features, this paper adopts a method of combining static features and dynamic features to extract the operation code information based on static analysis, and extract the API call sequence information based on general analysis. Both characteristics can well represent the structure and behavior of malware. Then use N-Gram to construct sequence features, visualize the N-Gram sequence, generate malware images, and finally use the capsule network for classification detection. In addition, this paper improves the original capsule network and verifies the effect of the improved model. © 2020, Springer Nature Switzerland AG.","Wang Z.; Han W.; Lu Y.; Xue J.","4"
"Technique","Boosting Algorithms","Detection of ransomware in static analysis by using Gradient Tree Boosting Algorithm","10.1109/ICSCAN49426.2020.9262315","2020","Ransomware is the type of malware that encrypts the user data which cannot be accessed then the ransom demands to pay for decrypting key. Many organizations lose their data and money; lose their reputation as small organizations. So, detect the ransomware which affected the system before execution. Later, detection of ransomware was done by the decision tree algorithm method. In this work, we use a static detection of ransomware which extracts the features to classify whether it is ransomware, malware or benign before execution on the system by using gradient tree boosting algorithm. In the previous method, the detection of ransomware by using a decision tree method which achieved 98.98% with a detection rate of 0.2%, which ends with False Positive Rate (FPR) and the result is efficient for small dataset. Our proposed method the detection of the ransomware achieves 99.997% with a detection rate of 0.1% false positive rate again it results with less than 0.01% false positive rates with 98.3% of detection rate based on the 700,000 training and 400,000 testing samples from the dataset. Our method achieves more accuracy than the later algorithm while increasing the dataset for detecting the ransomware and also to identify the type of malware. © 2020 IEEE.","Martina Jose Mary M.; Usharani S.; Manju Bala P.; Sandhya S.G.","13"
"Technique","Process Hollowing","Malware Analysis and Detection Engineering: A Comprehensive Approach to Detect and Analyze Modern Malware","10.1007/978-1-4842-6193-4","2020","Discover how the internals of malware work and how you can analyze and detect it. You will learn not only how to analyze and reverse malware, but also how to classify and categorize it, giving you insight into the intent of the malware. Malware Analysis and Detection Engineering is a one-stop guide to malware analysis that simplifies the topic by teaching you undocumented tricks used by analysts in the industry. You will be able to extend your expertise to analyze and reverse the challenges that malicious software throws at you. The book starts with an introduction to malware analysis and reverse engineering to provide insight on the different types of malware and also the terminology used in the anti-malware industry. You will know how to set up an isolated lab environment to safely execute and analyze malware. You will learn about malware packing, code injection, and process hollowing plus how to analyze, reverse, classify, and categorize malware using static and dynamic tools. You will be able to automate your malware analysis process by exploring detection tools to modify and trace malware programs, including sandboxes, IDS/IPS, anti-virus, and Windows binary instrumentation. The book provides comprehensive content in combination with hands-on exercises to help you dig into the details of malware dissection, giving you the confidence to tackle malware that enters your environment. What You Will Learn Analyze, dissect, reverse engineer, and classify malware Effectively handle malware with custom packers and compilers Unpack complex malware to locate vital malware components and decipher their intent Use various static and dynamic malware analysis tools Leverage the internals of various detection engineering tools to improve your workflow Write Snort rules and learn to use them with Suricata IDS Who This Book Is For Security professionals, malware analysts, SOC analysts, incident responders, detection engineers, reverse engineers, and network security engineers ""This book is a beast! If you're looking to master the ever-widening field of malware analysis, look no further. This is the definitive guide for you."" Pedram Amini, CTO Inquest; Founder Open RCE.org and Zero Day Initiative. © 2020 by Abhijit Mohanta, Anoop Saldanha.","Mohanta A.; Saldanha A.","33"
"Technique","Memory Allocation Analysis","Imaging and evaluating the memory access for malware","10.1016/j.fsidi.2019.200903","2020","Malware analysis is a forensic process. After infection and the damage represented itself with the full scale, then the analysis of the attack, the structure of the executable and the aim of the malware can be discovered. These discoveries are converted into analysis reports and malware signatures and shared among antivirus databases and threat intelligence exchange platforms. This highly valuable information is then utilized in the detection mechanisms to prevent further dissemination and infections of malware. The types of analysis of the malware sample in this process can be grouped into two categories: static analysis and dynamic analysis. In static analysis, the executable file is reverted to the source code through disassemblers and reverse engineering software and analyzed whereas dynamic analysis includes running the sample in an isolated environment and analyzing its behavior. Both static and dynamic analysis have limitations such as packing, obfuscation, dead code insertion, sandbox detection, and anti-debugging techniques. Memory operations, on the other hand, are not possible to hide by these limitations and inevitable for any software since the inventions of the computational models. Therefore, in this research, memory operations and access patterns for the malicious acts are examined, and a contribution of a novel approach for extracting of memory access images is presented. In addition to extraction, methods of how these images can be used for detection and comparison is introduced through an image comparison technique. © 2020 Elsevier Ltd","Yücel Ç.; Koltuksuz A.","27"
"Technique","Registry Key Extraction","Multilayer ransomware detection using grouped registry key operations, file entropy and file signature monitoring","10.3233/JCS-191346","2020","The last few years have come with a sudden rise in ransomware attack incidents, causing significant financial losses to individuals, institutions and businesses. In reaction to these attacks, ransomware detection has become an important topic for research in recent years. Currently, there are two broad categories of ransomware detection techniques: signature-based and behaviour-based analyses. On the one hand, signature-based detection, which mainly relies on a static analysis, can easily be evaded by code-obfuscation and encryption techniques. On the other hand, current behaviour-based models, which rely mainly on a dynamic analysis, face difficulties in accurately differentiating between user-triggered encryption from ransomware-triggered encryption. In the current paper, we present an upgraded behavioural ransomware detection model that reinforces the existing feature space with a new set of features based on grouped registry key operations, introducing a monitoring model based on combined file entropy and file signature. We analyze the new feature model by exploring and comparing three different linear machine learning techniques: SVM, logistic regression and random forest. The proposed approach helps achieve improved detection accuracy and provides the ability to detect novel ransomware. Furthermore, the proposed approach helps differentiate user-triggered encryption from ransomware-triggered encryption, allowing saving as many files as possible during an attack. To conduct our study, we use a new public ransomware detection dataset collected in our lab, which consists of 666 ransomware and 103 benign binaries. Our experimental results show that our proposed approach achieves relatively high accuracy in detecting both previously seen and novel ransomware samples. © 2020 - IOS Press and the authors. All rights reserved.","Jethva B.; Traoré I.; Ghaleb A.; Ganame K.; Ahmed S.","40"
"Technique","Federated Learning","3rd International Conference on Science of Cyber Security, SciSec 2021","","2021","The proceedings contain 18 papers. The special focus in this conference is on Science of Cyber Security. The topics include: An Event-Based Parameter Switching Method for Controlling Cybersecurity Dynamics; dismantling Interdependent Networks Based on Supra-Laplacian Energy; simulations of Event-Based Cyber Dynamics via Adversarial Machine Learning; stochastic Simulation Techniques for Inference and Sensitivity Analysis of Bayesian Attack Graphs; multi-granularity Mobile Encrypted Traffic Classification Based on Fusion Features; Caps-LSTM: A Novel Hierarchical Encrypted VPN Network Traffic Identification Using CapsNet and LSTM; SARR: A Cybersecurity Metrics and Quantification Framework (Keynote); a Data-Free Approach for Targeted Universal Adversarial Perturbation; a Multi-level Elastic Encryption Protection Model; preface; DWT-DQFT-Based Color Image Blind Watermark with QR Decomposition; using Chinese Natural Language to Configure Authorization Policies in Attribute-Based Access Control System; protecting Data Privacy in Federated Learning Combining Differential Privacy and Weak Encryption; a New Method for Inferring Ground-Truth Labels and Malware Detector Effectiveness Metrics; botnet Detection Based on Multilateral Attribute Graph; mining Trojan Detection Based on Multi-dimensional Static Features.","","0"
"Technique","Data Augmentation","AICS 2021 - 29th Irish Conference on Artificial Intelligence and Cognitive Science 2021","","2021","The proceedings contain 24 papers. The topics discussed include: modelling the COVID-19 virus evolution with incremental machine learning; virtual tutor personality in computer assisted language learning; domain randomization for object counting; malware classification using static disassembly and machine learning; nearest neighbor-based data augmentation for time series forecasting; machine learning in space: a review of machine learning algorithms and hardware for space applications; sign language fingerspelling recognition using synthetic data; sentiment analysis: using detrended fluctuation analysis of EEG signals in natural reading; linguistic and gender variation in speech emotion recognition using spectral features; and bias bubbles: using semi-supervised learning to measure how many biased news articles are around us.","","0"
"Technique","Hyperparameter Optimization","Bayesian Hyper-Parameter optimisation for Malware Detection","","2021","Malware detection is a major security concern and a great deal of academic and commercial research and development is directed at it. Machine Learning is a natural technology to address malware detection and many researchers have investigated its use. However, drawing comparisons between different techniques is a fraught affair. For example, the performance of ML algorithms often depends significantly on parametric choices, so the question arises as to what parameter choices are optimal. In this paper, we investigate the use of a variety of ML algorithms for building malware classifiers and also how best to tune the parameters of those algorithms - generally known as hyper-parameter optimisation. We examine the effects of some simple (model-free) ways of parameter tuning together with a state-of-the-art Bayesian model-building approach. Our work is carried out using EMBER, a major published malware benchmark dataset on Windows Portable Execution (PE) metadata samples. © 2021 Copyright for this paper by its authors","ALGorain F.T.; Clark J.A.","0"
"Technique","Concept Drift Detection","An Adaptive Behavioral-Based Incremental Batch Learning Malware Variants Detection Model Using Concept Drift Detection and Sequential Deep Learning","10.1109/ACCESS.2021.3093366","2021","Malware variants are the major emerging threats that face cybersecurity due to the potential damage to computer systems. Many solutions have been proposed for detecting malware variants. However, accurate detection is challenging due to the constantly evolving nature of the malware variants that cause concept drift. Existing malware detection solutions assume that the mapping learned from historical malware features will be valid for new and future malware. The relationship between input features and the class label has been considered stationary, which doesn't hold for the ever-evolving nature of malware variants. Malware features change dynamically due to code obfuscations, mutations, and the modification made by malware authors to change the features' distribution and thus evade the detection rendering the detection model obsolete and ineffective. This study presents an Adaptive behavioral-based Incremental Batch Learning Malware Variants Detection model using concept drift detection and sequential deep learning (AIBL-MVD) to accommodate the new malware variants. Malware behaviors were extracted using dynamic analysis by running the malware files in a sandbox environment and collecting their Application Programming Interface (API) traces. According to the malware first-time appearance, the malware samples were sorted to capture the malware variants' change characteristics. The base classifier was then trained based on a subset of historical malware samples using a sequential deep learning model. The new malware samples were mixed with a subset of old data and gradually introduced to the learning model in an adaptive batch size incremental learning manner to address the catastrophic forgetting dilemma of incremental learning. The statistical process control technique has been used to detect the concept drift as an indication for incrementally updating the model as well as reducing the frequency of model updates. Results from extensive experiments show that the proposed model is superior in terms of detection rate and efficiency compared with the static model, periodic retraining approaches, and the fixed batch size incremental learning approach. The model maintains an average of 99.41% detection accuracy of new and variants malware with a low updating frequency of 1.35 times per month. © 2013 IEEE.","Darem A.A.; Ghaleb F.A.; Al-Hashmi A.A.; Abawajy J.H.; Alanazi S.M.; Al-Rezami A.Y.","66"
"Technique","Batch File Analysis","Static file analysis to detect rootkits in the system","10.1088/1742-6596/2032/1/012137","2021","Rootkits allow attackers to steal data from your computer, exploit its processing power, and monitor user activities. There are two main ways to detect a rootkit in the system: the first implies detecting a rootkit on a running computer, the other - detecting a rootkit in a data image (or on a non-functioning computer). The paper provides practical examples, thus allowing readers to repeat the experiments without too much difficulty. © 2021 Institute of Physics Publishing. All rights reserved.","Svirbutovich O.A.; Zhigalov K.Yu.; Patrusova A.M.","1"
"Technique","Randomized Smoothing","Certified Robustness of Static Deep Learning-based Malware Detectors against Patch and Append Attacks","10.1145/3605764.3623914","2021","Machine learning-based (ML) malware detectors have been shown to be susceptible to adversarial malware examples. Given the vulnerability of deep learning detectors to small changes on the input file, we propose a practical and certifiable defense against patch and append attacks on malware detection. Our defense is inspired by the concept of (de)randomized smoothing, a certifiable defense against patch attacks on image classifiers, which we adapt by: (1) presenting a novel chunk-based smoothing scheme that operates on subsequences of bytes within an executable; (2) deriving a certificate that measures the robustness against patch attacks and append attacks. Our approach works as follows: (i) during the training phase, a base classifier is trained to make classifications on a subset of continguous bytes or chunk of bytes from an executable; (ii) at test time, an executable is divided into non-overlapping chunks of fixed size and our detection system classifies the original executable as the majority vote over the predicted classes of the chunks. Leveraging the fact that patch and append attacks can only influence a certain number of chunks, we derive meaningful large robustness certificates against both attacks. To demonstrate the suitability of our approach we have trained a classifier with our chunk-based scheme on the BODMAS dataset. We show that the proposed chunk-based smoothed classifier is more robust against the benign injection attack and state-of-The-Art evasion attacks in comparison to a non-smoothed classifier.  © 2023 Owner/Author.","Gibert D.; Zizzo G.; Le Q.","4"
"Technique","Matthews Correlation Coefficient","A new machine learning-based method for android malware detection on imbalanced dataset","10.1007/s11042-021-10647-z","2021","Nowadays, malware applications are dangerous threats to Android devices, users, developers, and application stores. Researchers are trying to discover new methods for malware detection because the complexity of malwares, their continuous changes, and damages caused by their attacks have increased. One of the most important challenges in detecting malware is to have a balanced dataset. In this paper, a detection method is proposed to identify malware to improve accuracy and reduce error rates by preprocessing the used dataset and balancing it. To attain these purposes, the static analysis is used to extract features of the applications. The ranking methods of features are used to preprocess the feature set and the low-effective features are removed. The proposed method also balances the dataset by using the techniques of undersampling, the Synthetic Minority Oversampling Technique (SMOTE), and a combination of both methods, which have not yet been studied among detection methods. Then, the classifiers of K-Nearest Neighbor (KNN), Support Vector Machine, and Iterative Dichotomiser 3 are used to create the detection model. The performance of KNN with SMOTE is better than the performance of the other classifiers. The obtained results indicate that the criteria of precision, recall, accuracy, F-measure, and Matthews Correlation Coefficient are over 97%. The proposed method is effective in detecting 99.49% of the malware’s existing in the used dataset and new malware. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC part of Springer Nature.","Dehkordy D.T.; Rasoolzadegan A.","31"
"Technique","Homogeneous Ensemble","An extrinsic random-based ensemble approach for android malware detection","10.1080/09540091.2020.1853056","2021","Malware detection is a fundamental task and associated with significant applications in humanities, cybersecurity, and social media analytics. In some of the relevant studies, there is substantial evidence that heterogeneous ensembles can provide very reliable solutions, better than any individual verification model. However, so far, there is no systematic study of examining the application of ensemble methods in this task. This paper introduces a sophisticated Extrinsic Random-based Ensemble (ERBE) method where in a predetermined set of repetitions, a subset of external instances (either malware or benign) as well as classification features are randomly selected, and an aggregation function is adopted to combine the output of all base models for each test case separately. By utilising static analysis only, we demonstrate that the proposed method is capable of taking advantage of the availability of multiple external instances of different size and genre. The experimental results in AndroZoo benchmark corpora verify the suitability of a random-based heterogeneous ensemble for this task and exhibit the effectiveness of our method, in some cases improving the hitherto best reported results by more than 5%. © European Union 2020. Published by Informa UK Limited, trading as Taylor & Francis Group.","Potha N.; Kouliaridis V.; Kambourakis G.","16"
"Technique","Heterogeneous Ensemble","An extrinsic random-based ensemble approach for android malware detection","10.1080/09540091.2020.1853056","2021","Malware detection is a fundamental task and associated with significant applications in humanities, cybersecurity, and social media analytics. In some of the relevant studies, there is substantial evidence that heterogeneous ensembles can provide very reliable solutions, better than any individual verification model. However, so far, there is no systematic study of examining the application of ensemble methods in this task. This paper introduces a sophisticated Extrinsic Random-based Ensemble (ERBE) method where in a predetermined set of repetitions, a subset of external instances (either malware or benign) as well as classification features are randomly selected, and an aggregation function is adopted to combine the output of all base models for each test case separately. By utilising static analysis only, we demonstrate that the proposed method is capable of taking advantage of the availability of multiple external instances of different size and genre. The experimental results in AndroZoo benchmark corpora verify the suitability of a random-based heterogeneous ensemble for this task and exhibit the effectiveness of our method, in some cases improving the hitherto best reported results by more than 5%. © European Union 2020. Published by Informa UK Limited, trading as Taylor & Francis Group.","Potha N.; Kouliaridis V.; Kambourakis G.","16"
